PROBEID	SYMBOL	ENTREZID	GENENAME
2694675	H1-10	8971	H1.10 linker histone
3416268	HOXC12	3228	homeobox C12
3705911	WDR81	124997	WD repeat domain 81
2406367	NA	NA	NA
3496366	MIR17HG	407975	miR-17-92a-1 cluster host gene
3496366	MIR17	406952	microRNA 17
3496366	MIR18A	406953	microRNA 18a
3496366	MIR19A	406979	microRNA 19a
3496366	MIR19B1	406980	microRNA 19b-1
3496366	MIR20A	406982	microRNA 20a
3496366	MIR92A1	407048	microRNA 92a-1
3556058	NA	NA	NA
3676747	NA	NA	NA
3761632	SNF8	11267	SNF8 subunit of ESCRT-II
2696040	RAB6B	51560	"RAB6B, member RAS oncogene family"
2383829	NA	NA	NA
3767053	PLEKHM1P1	440456	pleckstrin homology and RUN domain containing M1 pseudogene 1
3767053	MIR4315-1	100423004	microRNA 4315-1
3767053	MIR4315-2	100422961	microRNA 4315-2
3767053	ARHGAP27P1-BPTFP1-KPNA2P3	109286553	"ARHGAP27P1-BPTFP1-KPNA2P3 readthrough, transcribed pseudogene"
3767053	ARHGAP27P1	146880	Rho GTPase activating protein 27 pseudogene 1
3767053	PLEKHM1	9842	pleckstrin homology and RUN domain containing M1
3767053	ARHGAP27	201176	Rho GTPase activating protein 27
3290746	SLC16A9	220963	solute carrier family 16 member 9
2694598	RAB43	339122	"RAB43, member RAS oncogene family"
2694598	ISY1-RAB43	100534599	ISY1-RAB43 readthrough
3080437	LINC01287	103724390	long intergenic non-protein coding RNA 1287
3080437	ERVFC1-1	346547	"endogenous retrovirus group FC1 member 1, envelope"
3080437	LOC105375578	105375578	uncharacterized LOC105375578
3839400	EMC10	284361	ER membrane protein complex subunit 10
3774728	CCDC57	284001	coiled-coil domain containing 57
3820758	DNM2	1785	dynamin 2
3849459	OR7G2	390882	olfactory receptor family 7 subfamily G member 2
3835911	APOC4	346	apolipoprotein C4
3835911	APOC4-APOC2	100533990	APOC4-APOC2 readthrough (NMD candidate)
3426169	NUDT4	11163	nudix hydrolase 4
3426169	NUDT4P2	170688	nudix hydrolase 4 pseudogene 2
3473802	TAOK3	51347	TAO kinase 3
2968259	NA	NA	NA
3822444	CC2D1A	54862	coiled-coil and C2 domain containing 1A
3950726	PPP6R2	9701	protein phosphatase 6 regulatory subunit 2
3980934	NA	NA	NA
2877314	CDC23	8697	cell division cycle 23
2993704	NA	NA	NA
2685944	CPOX	1371	coproporphyrinogen oxidase
2427898	OVGP1	5016	oviductal glycoprotein 1
2666807	NEK10	152110	NIMA related kinase 10
2532894	DGKD	8527	diacylglycerol kinase delta
3364755	NA	NA	NA
2688499	ZBED2	79413	zinc finger BED-type containing 2
3946380	SGSM3	27352	small G protein signaling modulator 3
3321512	PDE3B	5140	phosphodiesterase 3B
2841348	NA	NA	NA
3646156	VASN	114990	vasorin
3379091	ALDH3B2	222	aldehyde dehydrogenase 3 family member B2
3379091	ALDH3B1	221	aldehyde dehydrogenase 3 family member B1
3407096	PLEKHA5	54477	pleckstrin homology domain containing A5
3407096	SRSF11P1	100421296	serine and arginine rich splicing factor 11 pseudogene 1
3883382	ERGIC3	51614	ERGIC and golgi 3
2840574	TLX3	30012	T cell leukemia homeobox 3
3825292	CRTC1	23373	CREB regulated transcription coactivator 1
2999676	SPDYE1	285955	speedy/RINGO cell cycle regulator family member E1
2999676	SPDYE2	441273	speedy/RINGO cell cycle regulator family member E2
2999676	SPDYE6	729597	speedy/RINGO cell cycle regulator family member E6
2999676	SPDYE2B	100310812	speedy/RINGO cell cycle regulator family member E2B
2999676	SPDYE5	442590	speedy/RINGO cell cycle regulator family member E5
2999676	SPDYE8	728524	speedy/RINGO cell cycle regulator family member E8
2999676	SPDYE7P	441251	"speedy/RINGO cell cycle regulator family member E7, pseudogene"
2999676	SPDYE3	441272	speedy/RINGO cell cycle regulator family member E3
3514879	THSD1	55901	thrombospondin type 1 domain containing 1
3514879	MRPS31P5	100887750	mitochondrial ribosomal protein S31 pseudogene 5
3514879	TPTE2P2	644623	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 2
3514879	TPTE2P3	220115	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 3
3514879	HNRNPA1L2	144983	heterogeneous nuclear ribonucleoprotein A1 like 2
3507710	SLC7A1	6541	solute carrier family 7 member 1
2644822	MRPS22	56945	mitochondrial ribosomal protein S22
2849588	NA	NA	NA
2544484	ADCY3	109	adenylate cyclase 3
2452348	DSTYK	25778	dual serine/threonine and tyrosine protein kinase
3360006	RHOG	391	ras homolog family member G
3458177	SDR9C7	121214	short chain dehydrogenase/reductase family 9C member 7
3984945	ARMCX3	51566	armadillo repeat containing X-linked 3
2829171	TCF7	6932	transcription factor 7
3726934	NME1	4830	NME/NM23 nucleoside diphosphate kinase 1
3726934	NME1-NME2	654364	NME1-NME2 readthrough
3976299	ARAF	369	"A-Raf proto-oncogene, serine/threonine kinase"
3667902	DHX38	9785	DEAH-box helicase 38
3041875	OSBPL3	26031	oxysterol binding protein like 3
3569285	TMEM229B	161145	transmembrane protein 229B
3569285	LOC105370542	105370542	uncharacterized LOC105370542
3818648	ZNF557	79230	zinc finger protein 557
3818648	ZNF558	148156	zinc finger protein 558
3801492	ANKRD29	147463	ankyrin repeat domain 29
3862077	EID2	163126	EP300 interacting inhibitor of differentiation 2
3820342	PPAN-P2RY11	692312	PPAN-P2RY11 readthrough
3820342	PPAN	56342	peter pan homolog
3820342	SNORD105	692229	"small nucleolar RNA, C/D box 105"
3351498	TMEM25	84866	transmembrane protein 25
3351498	TTC36	143941	tetratricopeptide repeat domain 36
3551810	NA	NA	NA
3304767	CALHM2	51063	calcium homeostasis modulator family member 2
2781441	COL25A1	84570	collagen type XXV alpha 1 chain
2694397	RPN1	6184	ribophorin I
3440598	FOXM1	2305	forkhead box M1
3424442	TMTC2	160335	transmembrane O-mannosyltransferase targeting cadherins 2
2663083	TAMM41	132001	TAM41 mitochondrial translocator assembly and maintenance homolog
3358888	KRTAP5-1	387264	keratin associated protein 5-1
3677203	NA	NA	NA
2979111	LRP11	84918	LDL receptor related protein 11
2476176	YIPF4	84272	Yip1 domain family member 4
3542066	NA	NA	NA
3726821	WFIKKN2	124857	"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2"
2434971	RFX5	5993	regulatory factor X5
3744254	BORCS6	54785	BLOC-1 related complex subunit 6
3839524	LINC01869	284365	long intergenic non-protein coding RNA 1869
2921402	SLC16A10	117247	solute carrier family 16 member 10
3790479	SEC11C	90701	"SEC11 homolog C, signal peptidase complex subunit"
2494484	NCAPH	23397	non-SMC condensin I complex subunit H
2794792	VEGFC	7424	vascular endothelial growth factor C
3958411	NA	NA	NA
3581515	BRF1	2972	BRF1 RNA polymerase III transcription initiation factor subunit
3556709	NA	NA	NA
3726406	ACSF2	80221	acyl-CoA synthetase family member 2
2383859	GUK1	2987	guanylate kinase 1
3821893	JUNB	3726	"JunB proto-oncogene, AP-1 transcription factor subunit"
2469296	RRM2	6241	ribonucleotide reductase regulatory subunit M2
3509645	CCDC169-SOHLH2	100526761	CCDC169-SOHLH2 readthrough
3509645	SOHLH2	54937	spermatogenesis and oogenesis specific basic helix-loop-helix 2
2456204	GPATCH2	55105	G-patch domain containing 2
3874636	SMOX	54498	spermine oxidase
3260018	ZFYVE27	118813	zinc finger FYVE-type containing 27
3954989	DDT	1652	D-dopachrome tautomerase
3954989	DDTL	100037417	D-dopachrome tautomerase like
3233322	TASOR2	54906	transcription activation suppressor family member 2
2381264	MTARC2	54996	mitochondrial amidoxime reducing component 2
2418000	ZRANB2	9406	zinc finger RANBP2-type containing 2
2418000	MIR186	406962	microRNA 186
3674886	NPRL3	8131	"NPR3 like, GATOR1 complex subunit"
3970130	SYAP1	94056	synapse associated protein 1
3504760	ZDHHC20	253832	zinc finger DHHC-type palmitoyltransferase 20
3970642	CDKL5	6792	cyclin dependent kinase like 5
2831519	PURA	5813	purine rich element binding protein A
2831519	CYSTM1	84418	cysteine rich transmembrane module containing 1
3229994	INPP5E	56623	inositol polyphosphate-5-phosphatase E
3718236	TMEM132E	124842	transmembrane protein 132E
2968281	NA	NA	NA
3476008	NA	NA	NA
3159946	SMARCA2	6595	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
3114878	NSMCE2	286053	"NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase"
4019700	RHOXF1	158800	Rhox homeobox family member 1
3275422	NA	NA	NA
3319333	NA	NA	NA
2318416	THAP3	90326	THAP domain containing 3
3324713	METTL15	196074	methyltransferase like 15
3912857	LSM14B	149986	LSM family member 14B
3230610	ABCA2	20	ATP binding cassette subfamily A member 2
2557568	NA	NA	NA
3446137	LMO3	55885	LIM domain only 3
3446137	LOC105369677	105369677	uncharacterized LOC105369677
3725902	NA	NA	NA
3964154	CERK	64781	ceramide kinase
3549220	UBR7	55148	ubiquitin protein ligase E3 component n-recognin 7
3201225	IFNA10	3446	interferon alpha 10
3201225	IFNA21	3452	interferon alpha 21
3201225	IFNA4	3441	interferon alpha 4
3201225	IFNA17	3451	interferon alpha 17
3201225	IFNA5	3442	interferon alpha 5
3334749	PPP2R5B	5526	protein phosphatase 2 regulatory subunit B'beta
3065963	ORC5	5001	origin recognition complex subunit 5
2406405	NA	NA	NA
2565634	FAM178B	51252	family with sequence similarity 178 member B
2328613	NA	NA	NA
3642572	SNRNP25	79622	small nuclear ribonucleoprotein U11/U12 subunit 25
3842345	U2AF2	11338	U2 small nuclear RNA auxiliary factor 2
2902633	SAPCD1	401251	suppressor APC domain containing 1
2902633	MSH5	4439	mutS homolog 5
2902633	MSH5-SAPCD1	100532732	MSH5-SAPCD1 readthrough (NMD candidate)
3633522	SNUPN	10073	snurportin 1
3709327	CNTROB	116840	"centrobin, centriole duplication and spindle assembly protein"
3709327	LOC105371517	105371517	uncharacterized LOC105371517
3740534	NA	NA	NA
2621275	KLHL18	23276	kelch like family member 18
3458587	DDIT3	1649	DNA damage inducible transcript 3
3176933	IDNK	414328	IDNK gluconokinase
2444451	CENPL	91687	centromere protein L
2444451	GAS5	60674	growth arrest specific 5
2444451	SNORD74	619498	"small nucleolar RNA, C/D box 74"
2444451	SNORD44	26806	"small nucleolar RNA, C/D box 44"
2444451	SNORD81	26769	"small nucleolar RNA, C/D box 81"
2444451	SNORD80	26774	"small nucleolar RNA, C/D box 80"
2444451	SNORD75	692195	"small nucleolar RNA, C/D box 75"
2444451	SNORD76	692196	"small nucleolar RNA, C/D box 76"
2444451	SNORD78	692198	"small nucleolar RNA, C/D box 78"
2444451	SNORA103	106635533	"small nucleolar RNA, H/ACA box 103"
2444451	SNORD47	26802	"small nucleolar RNA, C/D box 47"
3320251	IRAG1-AS1	100129827	IRAG1 antisense RNA 1
3708858	CD68	968	CD68 molecule
3733938	COG1	9382	component of oligomeric golgi complex 1
2326126	SELENON	57190	selenoprotein N
2716246	LINC00955	285492	long intergenic non-protein coding RNA 955
2716246	LOC105379446	105379446	uncharacterized LOC105379446
2623426	ABHD14A-ACY1	100526760	ABHD14A-ACY1 readthrough
2623426	ABHD14A	25864	abhydrolase domain containing 14A
3556680	NA	NA	NA
3864414	PHLDB3	653583	pleckstrin homology like domain family B member 3
3632037	PARP6	56965	poly(ADP-ribose) polymerase family member 6
3945781	SYNGR1	9145	synaptogyrin 1
2405152	SYNC	81493	"syncoilin, intermediate filament protein"
2884216	RNF145	153830	ring finger protein 145
3236395	HSPA14	51182	heat shock protein family A (Hsp70) member 14
3322904	TMEM86A	144110	transmembrane protein 86A
3322904	LOC105376579	105376579	uncharacterized LOC105376579
3830571	HAUS5	23354	HAUS augmin like complex subunit 5
2652801	NLGN1	22871	neuroligin 1
2840700	NA	NA	NA
3843188	ZNF547	284306	zinc finger protein 547
3843188	TRAPPC2B	10597	trafficking protein particle complex subunit 2B
3843188	TRAPPC2	6399	trafficking protein particle complex subunit 2
3460584	LLPH	84298	"LLP homolog, long-term synaptic facilitation factor"
3749638	NA	NA	NA
2783473	C4orf3	401152	chromosome 4 open reading frame 3
3470366	NA	NA	NA
3418436	OS9	10956	OS9 endoplasmic reticulum lectin
2406246	NA	NA	NA
2829905	FBXL21P	26223	"F-box and leucine rich repeat protein 21, pseudogene"
3456700	ZNF385A	25946	zinc finger protein 385A
2407128	MEAF6	64769	MYST/Esa1 associated factor 6
3903052	SNTA1	6640	syntrophin alpha 1
2518272	ITGA4	3676	integrin subunit alpha 4
3475122	NA	NA	NA
3830166	FXYD3	5349	FXYD domain containing ion transport regulator 3
3556258	NA	NA	NA
3374793	OR10V1	390201	olfactory receptor family 10 subfamily V member 1
2900116	H2BC17	8348	H2B clustered histone 17
2399988	RNF186	54546	ring finger protein 186
2413332	GLIS1	148979	GLIS family zinc finger 1
3816383	NA	NA	NA
3677213	NA	NA	NA
3665357	TMEM208	29100	transmembrane protein 208
3677211	NA	NA	NA
3749546	NA	NA	NA
4027009	IRAK1	3654	interleukin 1 receptor associated kinase 1
3923312	RRP1	8568	ribosomal RNA processing 1
2327391	SESN2	83667	sestrin 2
3654669	SULT1A2	6799	sulfotransferase family 1A member 2
3654669	SULT1A1	6817	sulfotransferase family 1A member 1
3654669	SULT1A4	445329	sulfotransferase family 1A member 4
3654669	SULT1A3	6818	sulfotransferase family 1A member 3
3654669	SLX1A-SULT1A3	100526830	SLX1A-SULT1A3 readthrough (NMD candidate)
3654669	SLX1B-SULT1A4	100526831	SLX1B-SULT1A4 readthrough (NMD candidate)
3845833	PEAK3	374872	PEAK family member 3
3333086	RPLP0P2	113157	ribosomal protein lateral stalk subunit P0 pseudogene 2
2318807	NA	NA	NA
2404254	PUM1	9698	pumilio RNA binding family member 1
2404254	SNORD103A	692234	"small nucleolar RNA, C/D box 103A"
2404254	SNORD103B	692235	"small nucleolar RNA, C/D box 103B"
3819671	NA	NA	NA
2983142	PRKN	5071	parkin RBR E3 ubiquitin protein ligase
3673921	ZNF778	197320	zinc finger protein 778
3765848	TBC1D3P2	440452	TBC1 domain family member 3 pseudogene 2
3765848	TBC1D3B	414059	TBC1 domain family member 3B
3765848	TBC1D3C	414060	TBC1 domain family member 3C
3765848	TBC1D3	729873	TBC1 domain family member 3
3765848	TBC1D3H	729877	TBC1 domain family member 3H
3765848	TBC1D3L	101060376	TBC1 domain family member 3L
3765848	TBC1D3G	101060321	TBC1 domain family member 3G
3765848	TBC1D3I	102724862	TBC1 domain family member 3I
3765848	TBC1D3K	101060351	TBC1 domain family member 3K
3765848	TBC1D3E	102723859	TBC1 domain family member 3E
3765848	TBC1D3F	84218	TBC1 domain family member 3F
3765848	TBC1D3P1-DHX40P1	653645	"TBC1D3P1-DHX40P1 readthrough, transcribed pseudogene"
2491661	VAMP8	8673	vesicle associated membrane protein 8
3310479	NSMCE4A	54780	"NSE4 homolog A, SMC5-SMC6 complex component"
2558876	CD207	50489	CD207 molecule
2815220	TMEM171	134285	transmembrane protein 171
2467194	NA	NA	NA
3190061	FPGS	2356	folylpolyglutamate synthase
3182229	MSANTD3-TMEFF1	100526694	MSANTD3-TMEFF1 readthrough
3182229	TMEFF1	8577	transmembrane protein with EGF like and two follistatin like domains 1
3641633	ADAMTS17	170691	ADAM metallopeptidase with thrombospondin type 1 motif 17
3702429	KCNG4	93107	potassium voltage-gated channel modifier subfamily G member 4
3499453	TPP2	7174	tripeptidyl peptidase 2
3627248	ANXA2	302	annexin A2
3627248	ANXA2P3	305	annexin A2 pseudogene 3
3627248	ANXA2P1	303	annexin A2 pseudogene 1
3627248	ANXA2P2	304	annexin A2 pseudogene 2
3405297	BORCS5	118426	BLOC-1 related complex subunit 5
2485886	LOC101927533	101927533	uncharacterized LOC101927533
2485886	LOC105369167	105369167	uncharacterized LOC105369167
2485886	LOC105369168	105369168	uncharacterized LOC105369168
3213530	CDK20	23552	cyclin dependent kinase 20
3213530	ZNF598	90850	"zinc finger protein 598, E3 ubiquitin ligase"
3821301	ZNF627	199692	zinc finger protein 627
2698738	XRN1	54464	5'-3' exoribonuclease 1
2339786	PGM1	5236	phosphoglucomutase 1
3371641	NA	NA	NA
3231121	DPH7	92715	diphthamide biosynthesis 7
4053641	RNF208	727800	ring finger protein 208
3364869	KCNJ11	3767	potassium inwardly rectifying channel subfamily J member 11
3540398	CHURC1-FNTB	100529261	CHURC1-FNTB readthrough
3540398	FNTB	2342	"farnesyltransferase, CAAX box, beta"
3079756	RHEB	6009	"Ras homolog, mTORC1 binding"
3962000	PMM1	5372	phosphomannomutase 1
3275426	NA	NA	NA
3154700	ZFAT	57623	zinc finger and AT-hook domain containing
3154700	MIR30D	407033	microRNA 30d
3154700	MIR30B	407030	microRNA 30b
3154700	LOC102723694	102723694	uncharacterized LOC102723694
3740526	NA	NA	NA
2993686	NA	NA	NA
3556674	NA	NA	NA
3581132	AKT1	207	AKT serine/threonine kinase 1
3372368	MTCH2	23788	mitochondrial carrier 2
3747288	ZNF287	57336	zinc finger protein 287
2732655	FRAS1	80144	Fraser extracellular matrix complex subunit 1
2494749	CNNM3	26505	cyclin and CBS domain divalent metal cation transport mediator 3
3741997	ANKFY1	51479	ankyrin repeat and FYVE domain containing 1
3643019	PIGQ	9091	phosphatidylinositol glycan anchor biosynthesis class Q
3959726	NA	NA	NA
2496280	PDCL3	79031	phosducin like 3
3204744	TLN1	7094	talin 1
2405312	RNF19B	127544	ring finger protein 19B
3462693	KRR1	11103	KRR1 small subunit processome component homolog
3589570	EIF2AK4	440275	eukaryotic translation initiation factor 2 alpha kinase 4
3589570	GPR176-DT	100505534	GPR176-DT
3155937	TRAPPC9	83696	trafficking protein particle complex subunit 9
3765580	BRIP1	83990	BRCA1 interacting helicase 1
3595096	TCF12	6938	transcription factor 12
3595096	LOC105370833	105370833	uncharacterized LOC105370833
3692280	IRX3	79191	iroquois homeobox 3
3224366	RC3H2	54542	ring finger and CCCH-type domains 2
2320090	NA	NA	NA
2686800	NA	NA	NA
2890605	MAPK9	5601	mitogen-activated protein kinase 9
2948485	DHX16	8449	DEAH-box helicase 16
3321361	SPON1	10418	spondin 1
2987523	CHST12	55501	carbohydrate sulfotransferase 12
2689112	SPICE1	152185	spindle and centriole associated protein 1
3732736	AMZ2	51321	archaelysin family metallopeptidase 2
3732736	AMZ2P1	201283	AMZ2 pseudogene 1
3358401	SLC25A22	79751	solute carrier family 25 member 22
3383138	NDUFC2-KCTD14	100532726	NDUFC2-KCTD14 readthrough
3383138	NDUFC2	4718	NADH:ubiquinone oxidoreductase subunit C2
3383138	KCTD14	65987	potassium channel tetramerization domain containing 14
3819649	NA	NA	NA
3665857	NUTF2	10204	nuclear transport factor 2
2844233	NA	NA	NA
3824316	MVB12A	93343	multivesicular body subunit 12A
2390180	OR2W3	343171	olfactory receptor family 2 subfamily W member 3
2390180	TRIM58	25893	tripartite motif containing 58
3360417	HBD	3045	hemoglobin subunit delta
3761959	SLC35B1	10237	solute carrier family 35 member B1
2968257	NA	NA	NA
2345617	PKN2	5586	protein kinase N2
2899756	H2AC11	8969	H2A clustered histone 11
3127978	NKX3-1	4824	NK3 homeobox 1
3629567	PARP16	54956	poly(ADP-ribose) polymerase family member 16
2775994	HPSE	10855	heparanase
3871576	FIZ1	84922	FLT3 interacting zinc finger 1
2599670	CRYBA2	1412	crystallin beta A2
2421271	SELENOF	9403	selenoprotein F
3481410	TNFRSF19	55504	TNF receptor superfamily member 19
3226737	KYAT1	883	kynurenine aminotransferase 1
3556160	NA	NA	NA
3410695	DNM1L	10059	dynamin 1 like
3707095	ARRB2	409	arrestin beta 2
3005995	TYW1	55253	tRNA-yW synthesizing protein 1 homolog
3005995	TYW1B	441250	tRNA-yW synthesizing protein 1 homolog B
3644887	ATP6V0C	527	ATPase H+ transporting V0 subunit c
3644887	TBC1D24	57465	TBC1 domain family member 24
3912079	SYCP2	10388	synaptonemal complex protein 2
2551189	SIX2	10736	SIX homeobox 2
3725820	NA	NA	NA
2459616	H2AW	92815	H2A.W histone
3337516	LRP5	4041	LDL receptor related protein 5
3304746	ATP5MK	84833	ATP synthase membrane subunit k
3304746	MIR1307	100302174	microRNA 1307
2358623	PRUNE1	58497	prune exopolyphosphatase 1
2855963	HCN1	348980	hyperpolarization activated cyclic nucleotide gated potassium channel 1
3866302	AP2S1	1175	adaptor related protein complex 2 subunit sigma 1
2844267	NA	NA	NA
3958267	NA	NA	NA
3685610	ARHGAP17	55114	Rho GTPase activating protein 17
3825383	UPF1	5976	UPF1 RNA helicase and ATPase
3191176	USP20	10868	ubiquitin specific peptidase 20
3396084	VSIG2	23584	V-set and immunoglobulin domain containing 2
3396084	ESAM	90952	endothelial cell adhesion molecule
3820414	MRPL4	51073	mitochondrial ribosomal protein L4
3937587	MED15	51586	mediator complex subunit 15
3937587	LOC101928824	101928824	uncharacterized LOC101928824
4023242	CT45A10	102723631	cancer/testis antigen family 45 member A10
4023242	CT45A5	441521	cancer/testis antigen family 45 member A5
4023242	CT45A1	541466	cancer/testis antigen family 45 member A1
4023242	CT45A3	441519	cancer/testis antigen family 45 member A3
4023242	CT45A6	541465	cancer/testis antigen family 45 member A6
4023242	CT45A8	102723737	cancer/testis antigen family 45 member A8
4023242	CT45A9	102723680	cancer/testis antigen family 45 member A9
4023242	CT45A7	101060211	cancer/testis antigen family 45 member A7
4023242	CT45A2	728911	cancer/testis antigen family 45 member A2
2974935	SLC2A12	154091	solute carrier family 2 member 12
3952718	UFD1	7353	ubiquitin recognition factor in ER associated degradation 1
3415109	ACVRL1	94	activin A receptor like type 1
3408831	SSPN	8082	sarcospan
3071860	OPN1SW	611	"opsin 1, short wave sensitive"
3300038	NUDT9P1	119369	nudix hydrolase 9 pseudogene 1
2438282	IQGAP3	128239	IQ motif containing GTPase activating protein 3
3735383	GALR2	8811	galanin receptor 2
3958299	NA	NA	NA
2828688	IL13	3596	interleukin 13
3326635	CD44	960	CD44 molecule (Indian blood group)
2318841	NA	NA	NA
3540007	MTHFD1	4522	"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1"
3893458	PPDPF	79144	pancreatic progenitor cell differentiation and proliferation factor
3894765	SIRPG	55423	signal regulatory protein gamma
3331351	NA	NA	NA
3740622	NA	NA	NA
3416921	RDH5	5959	retinol dehydrogenase 5
3416921	BLOC1S1-RDH5	100528022	BLOC1S1-RDH5 readthrough
3838238	LIN7B	64130	"lin-7 homolog B, crumbs cell polarity complex component"
3445156	GSG1	83445	germ cell associated 1
3193227	BRD3OS	266655	BRD3 opposite strand
2888010	DRD1	1812	dopamine receptor D1
2489169	NA	NA	NA
3740518	NA	NA	NA
2647216	HPS3	84343	HPS3 biogenesis of lysosomal organelles complex 2 subunit 1
2554018	EFEMP1	2202	EGF containing fibulin extracellular matrix protein 1
3544829	IFT43	112752	intraflagellar transport 43
3980912	NA	NA	NA
3473750	VSIG10	54621	V-set and immunoglobulin domain containing 10
3473750	LOC101928274	101928274	uncharacterized LOC101928274
3576266	NA	NA	NA
3371638	NA	NA	NA
3444300	TAS2R7	50837	taste 2 receptor member 7
3295032	AP3M1	26985	adaptor related protein complex 3 subunit mu 1
3371964	PACSIN3	29763	protein kinase C and casein kinase substrate in neurons 3
3371964	ARFGAP2	84364	ADP ribosylation factor GTPase activating protein 2
3475082	NA	NA	NA
3980522	ARR3	407	arrestin 3
3980522	RAB41	347517	"RAB41, member RAS oncogene family"
3888949	MOCS3	27304	molybdenum cofactor synthesis 3
3275506	NA	NA	NA
3078520	ZNF746	155061	zinc finger protein 746
2900091	H2AC16	8332	H2A clustered histone 16
3430462	BTBD11	121551	BTB domain containing 11
2676167	TNNC1	7134	"troponin C1, slow skeletal and cardiac type"
2328617	NA	NA	NA
3834089	HNRNPUL1	11100	heterogeneous nuclear ribonucleoprotein U like 1
3457947	BAZ2A	11176	bromodomain adjacent to zinc finger domain 2A
2565186	NA	NA	NA
3740264	INPP5K	51763	inositol polyphosphate-5-phosphatase K
3011977	GTPBP10	85865	GTP binding protein 10
4013018	ZDHHC15	158866	zinc finger DHHC-type palmitoyltransferase 15
3737647	CHMP6	79643	charged multivesicular body protein 6
2993692	NA	NA	NA
3432467	OAS3	4940	2'-5'-oligoadenylate synthetase 3
2966232	COQ3	51805	"coenzyme Q3, methyltransferase"
3444436	TAS2R14	50840	taste 2 receptor member 14
3444436	PRH1-TAS2R14	106707243	PRH1-TAS2R14 readthrough
3909064	UBE2V1	7335	ubiquitin conjugating enzyme E2 V1
3909064	PEDS1	387521	plasmanylethanolamine desaturase 1
3909064	PEDS1-UBE2V1	387522	PEDS1-UBE2V1 readthrough
3909064	CEBPB-AS1	101927559	CEBPB antisense RNA 1
3909064	LOC105372655	105372655	uncharacterized LOC105372655
2788287	NA	NA	NA
2363084	NCSTN	23385	nicastrin
2978044	NA	NA	NA
3529237	DHRS2	10202	dehydrogenase/reductase 2
3925295	ANKRD20A11P	391267	"ankyrin repeat domain 20 family member A11, pseudogene"
3925295	ANKRD20A9P	284232	"ankyrin repeat domain 20 family member A9, pseudogene"
3925295	ANKRD20A3P	441425	"ankyrin repeat domain 20 family member A3, pseudogene"
3925295	ANKRD20A2P	441430	"ankyrin repeat domain 20 family member A2, pseudogene"
3925295	ANKRD20A4P	728747	"ankyrin repeat domain 20 family member A4, pseudogene"
3925295	ANKRD20A1	84210	ankyrin repeat domain 20 family member A1
3925295	ANKRD20A8P	729171	"ankyrin repeat domain 20 family member A8, pseudogene"
3925295	ANKRD20A5P	440482	"ankyrin repeat domain 20 family member A5, pseudogene"
3551816	NA	NA	NA
3850040	EIF3G	8666	eukaryotic translation initiation factor 3 subunit G
3368940	ABTB2	25841	ankyrin repeat and BTB domain containing 2
3958282	NA	NA	NA
3773426	NPTX1	4884	neuronal pentraxin 1
2615892	CMTM8	152189	CKLF like MARVEL transmembrane domain containing 8
2732339	NA	NA	NA
3292634	RUFY2	55680	RUN and FYVE domain containing 2
3305198	CFAP43	80217	cilia and flagella associated protein 43
2831957	NA	NA	NA
3556104	NA	NA	NA
3867835	PTH2	113091	parathyroid hormone 2
2383777	NA	NA	NA
3834651	ZNF526	116115	zinc finger protein 526
2901795	NA	NA	NA
3620683	LRRC57	255252	leucine rich repeat containing 57
3002640	EGFR	1956	epidermal growth factor receptor
3445123	HEBP1	50865	heme binding protein 1
2516879	HOXD8	3234	homeobox D8
2899437	BTN2A1	11120	butyrophilin subfamily 2 member A1
2899437	BTN2A2	10385	butyrophilin subfamily 2 member A2
2899437	BTN2A3P	54718	"butyrophilin subfamily 2 member A3, pseudogene"
3503164	CDC16	8881	cell division cycle 16
2534354	LRRFIP1	9208	LRR binding FLII interacting protein 1
3332626	TMEM132A	54972	transmembrane protein 132A
3884737	ADIG	149685	adipogenin
3393257	BACE1	23621	beta-secretase 1
3470292	NA	NA	NA
2773756	G3BP2	9908	G3BP stress granule assembly factor 2
3200648	PLIN2	123	perilipin 2
3672830	MAP1LC3B	81631	microtubule associated protein 1 light chain 3 beta
3672830	MAP1LC3B2	643246	microtubule associated protein 1 light chain 3 beta 2
4024493	SPANXC	64663	SPANX family member C
4024493	SPANXD	64648	SPANX family member D
4024493	SPANXA1	30014	"sperm protein associated with the nucleus, X-linked, family member A1"
4024493	SPANXA2	728712	SPANX family member A2
3676421	PKD1	5310	"polycystin 1, transient receptor potential channel interacting"
3676421	MIR1225	100188847	microRNA 1225
3676421	PKD1P1	339044	"polycystin 1, transient receptor potential channel interacting pseudogene 1"
3676421	PKD1P6-NPIPP1	105369154	PKD1P6-NPIPP1 readthrough
3676421	PKD1P5-LOC105376752	110006322	PKD1P5-LOC105376752 readthrough
2676636	RFT1	91869	RFT1 homolog
2728938	ADGRL3	23284	adhesion G protein-coupled receptor L3
4054481	GABRD	2563	gamma-aminobutyric acid type A receptor subunit delta
